regiao;municipio;atividade;produção;ano;valor
Pelotas;Eldorado do Sul;Grãos;Média;2017;13417
Pelotas;Eldorado do Sul;Grãos;Média;2018;14000
Pelotas;Eldorado do Sul;Pastagem;Baixa;2015;11217
Pelotas;Eldorado do Sul;Pastagem;Baixa;2016;11625
Pelotas;Eldorado do Sul;Pastagem;Baixa;2017;11500
Pelotas;Eldorado do Sul;Pastagem;Baixa;2018;11500
Pelotas;General Câmara;Arroz;Alta;2015;17333
Pelotas;General Câmara;Arroz;Alta;2016;19062
Pelotas;General Câmara;Arroz;Alta;2017;19650
Pelotas;General Câmara;Arroz;Alta;2018;20000
Pelotas;General Câmara;Grãos;Média;2015;11883
Pelotas;General Câmara;Grãos;Média;2016;12500
Pelotas;General Câmara;Grãos;Média;2017;13417
Pelotas;General Câmara;Grãos;Média;2018;14000
Pelotas;General Câmara;Pastagem;Baixa;2015;11217
Pelotas;General Câmara;Pastagem;Baixa;2016;11625
Pelotas;General Câmara;Pastagem;Baixa;2017;11500
Pelotas;General Câmara;Pastagem;Baixa;2018;11500
Pelotas;Guaíba;Arroz;Alta;2015;17333
Pelotas;Guaíba;Arroz;Alta;2016;19062
Pelotas;Guaíba;Arroz;Alta;2017;19650
Pelotas;Guaíba;Arroz;Alta;2018;20000
Pelotas;Guaíba;Grãos;Média;2015;11883
Pelotas;Guaíba;Grãos;Média;2016;12500
Pelotas;Guaíba;Grãos;Média;2017;13417
Pelotas;Guaíba;Grãos;Média;2018;14000
Pelotas;Guaíba;Pastagem;Baixa;2015;11217
Pelotas;Guaíba;Pastagem;Baixa;2016;11625
Pelotas;Guaíba;Pastagem;Baixa;2017;11500
Pelotas;Guaíba;Pastagem;Baixa;2018;11500
Pelotas;Mariana Pimentel;Arroz;Alta;2015;17333
Pelotas;Mariana Pimentel;Arroz;Alta;2016;19062
Pelotas;Mariana Pimentel;Arroz;Alta;2017;19650
Pelotas;Mariana Pimentel;Arroz;Alta;2018;20000
Pelotas;Mariana Pimentel;Grãos;Média;2015;11883
Pelotas;Mariana Pimentel;Grãos;Média;2016;12500
Pelotas;Mariana Pimentel;Grãos;Média;2017;13417
Pelotas;Mariana Pimentel;Grãos;Média;2018;14000
Pelotas;Mariana Pimentel;Pastagem;Baixa;2015;11217
Pelotas;Mariana Pimentel;Pastagem;Baixa;2016;11625
Pelotas;Mariana Pimentel;Pastagem;Baixa;2017;11500
Pelotas;Mariana Pimentel;Pastagem;Baixa;2018;11500
Pelotas;Minas do Leão;Arroz;Alta;2015;17333
Pelotas;Minas do Leão;Arroz;Alta;2016;19062
Pelotas;Minas do Leão;Arroz;Alta;2017;19650
Pelotas;Minas do Leão;Arroz;Alta;2018;20000
Pelotas;Minas do Leão;Grãos;Média;2015;11883
Pelotas;Minas do Leão;Grãos;Média;2016;12500
Pelotas;Minas do Leão;Grãos;Média;2017;13417
Pelotas;Minas do Leão;Grãos;Média;2018;14000
Pelotas;Minas do Leão;Pastagem;Baixa;2015;11217
Pelotas;Minas do Leão;Pastagem;Baixa;2016;11625
Pelotas;Minas do Leão;Pastagem;Baixa;2017;11500
Pelotas;Minas do Leão;Pastagem;Baixa;2018;11500
Pelotas;Morro Redondo;Arroz;Alta;2015;17333
Pelotas;Morro Redondo;Arroz;Alta;2016;19062
Pelotas;Morro Redondo;Arroz;Alta;2017;19650
Pelotas;Morro Redondo;Arroz;Alta;2018;20000
Pelotas;Morro Redondo;Grãos;Média;2015;11883
Pelotas;Morro Redondo;Grãos;Média;2016;12500
Pelotas;Morro Redondo;Grãos;Média;2017;13417
Pelotas;Morro Redondo;Grãos;Média;2018;14000
Pelotas;Morro Redondo;Pastagem;Baixa;2015;11217
Pelotas;Morro Redondo;Pastagem;Baixa;2016;11625
Pelotas;Morro Redondo;Pastagem;Baixa;2017;11500
Pelotas;Morro Redondo;Pastagem;Baixa;2018;11500
Pelotas;Pantano Grande;Arroz;Alta;2015;17333
Pelotas;Pantano Grande;Arroz;Alta;2016;19062
Pelotas;Pantano Grande;Arroz;Alta;2017;19650
Pelotas;Pantano Grande;Arroz;Alta;2018;20000
Pelotas;Pantano Grande;Grãos;Média;2015;11883
Pelotas;Pantano Grande;Grãos;Média;2016;12500
Pelotas;Pantano Grande;Grãos;Média;2017;13417
Pelotas;Pantano Grande;Grãos;Média;2018;14000
Pelotas;Pantano Grande;Pastagem;Baixa;2015;11217
Pelotas;Pantano Grande;Pastagem;Baixa;2016;11625
Pelotas;Pantano Grande;Pastagem;Baixa;2017;11500
Pelotas;Pantano Grande;Pastagem;Baixa;2018;11500
Pelotas;Pelotas;Arroz;Alta;2015;17333
Pelotas;Pelotas;Arroz;Alta;2016;19062
Pelotas;Pelotas;Arroz;Alta;2017;19650
Pelotas;Pelotas;Arroz;Alta;2018;20000
Pelotas;Pelotas;Grãos;Média;2015;11883
Pelotas;Pelotas;Grãos;Média;2016;12500
Pelotas;Pelotas;Grãos;Média;2017;13417
Pelotas;Pelotas;Grãos;Média;2018;14000
Pelotas;Pelotas;Pastagem;Baixa;2015;11217
Pelotas;Pelotas;Pastagem;Baixa;2016;11625
Pelotas;Pelotas;Pastagem;Baixa;2017;11500
Pelotas;Pelotas;Pastagem;Baixa;2018;11500
Pelotas;São Jerônimo;Arroz;Alta;2015;17333
Pelotas;São Jerônimo;Arroz;Alta;2016;19062
Pelotas;São Jerônimo;Arroz;Alta;2017;19650
Pelotas;São Jerônimo;Arroz;Alta;2018;20000
Pelotas;São Jerônimo;Grãos;Média;2015;11883
Pelotas;São Jerônimo;Grãos;Média;2016;12500
Pelotas;São Jerônimo;Grãos;Média;2017;13417
Pelotas;São Jerônimo;Grãos;Média;2018;14000
Pelotas;São Jerônimo;Pastagem;Baixa;2015;11217
Pelotas;São Jerônimo;Pastagem;Baixa;2016;11625
Pelotas;São Jerônimo;Pastagem;Baixa;2017;11500
Pelotas;São Jerônimo;Pastagem;Baixa;2018;11500
Pelotas;São Lourenço do Sul;Arroz;Alta;2015;17333
Pelotas;São Lourenço do Sul;Arroz;Alta;2016;19062
Pelotas;São Lourenço do Sul;Arroz;Alta;2017;19650
Pelotas;São Lourenço do Sul;Arroz;Alta;2018;20000
Pelotas;São Lourenço do Sul;Grãos;Média;2015;11883
Pelotas;São Lourenço do Sul;Grãos;Média;2016;12500
Pelotas;São Lourenço do Sul;Grãos;Média;2017;13417
Pelotas;São Lourenço do Sul;Grãos;Média;2018;14000
Pelotas;São Lourenço do Sul;Pastagem;Baixa;2015;11217
Pelotas;São Lourenço do Sul;Pastagem;Baixa;2016;11625
Pelotas;São Lourenço do Sul;Pastagem;Baixa;2017;11500
Pelotas;São Lourenço do Sul;Pastagem;Baixa;2018;11500
Pelotas;Sentinela do Sul;Arroz;Alta;2015;17333
Pelotas;Sentinela do Sul;Arroz;Alta;2016;19062
Pelotas;Sentinela do Sul;Arroz;Alta;2017;19650
Pelotas;Sentinela do Sul;Arroz;Alta;2018;20000
Pelotas;Sentinela do Sul;Grãos;Média;2015;11883
Pelotas;Sentinela do Sul;Grãos;Média;2016;12500
Pelotas;Sentinela do Sul;Grãos;Média;2017;13417
Pelotas;Sentinela do Sul;Grãos;Média;2018;14000
Pelotas;Sentinela do Sul;Pastagem;Baixa;2015;11217
Pelotas;Sentinela do Sul;Pastagem;Baixa;2016;11625
Pelotas;Sentinela do Sul;Pastagem;Baixa;2017;11500
Pelotas;Sentinela do Sul;Pastagem;Baixa;2018;11500
Pelotas;Sertão Santana;Arroz;Alta;2015;17333
Pelotas;Sertão Santana;Arroz;Alta;2016;19062
Pelotas;Sertão Santana;Arroz;Alta;2017;19650
Pelotas;Sertão Santana;Arroz;Alta;2018;20000
Pelotas;Sertão Santana;Grãos;Média;2015;11883
Pelotas;Sertão Santana;Grãos;Média;2016;12500
Pelotas;Sertão Santana;Grãos;Média;2017;13417
Pelotas;Sertão Santana;Grãos;Média;2018;14000
Pelotas;Sertão Santana;Pastagem;Baixa;2015;11217
Pelotas;Sertão Santana;Pastagem;Baixa;2016;11625
Pelotas;Sertão Santana;Pastagem;Baixa;2017;11500
Pelotas;Sertão Santana;Pastagem;Baixa;2018;11500
Pelotas;Tapes;Arroz;Alta;2015;17333
Pelotas;Tapes;Arroz;Alta;2016;19062
Pelotas;Tapes;Arroz;Alta;2017;19650
Pelotas;Tapes;Arroz;Alta;2018;20000
Pelotas;Tapes;Grãos;Média;2015;11883
Pelotas;Tapes;Grãos;Média;2016;12500
Pelotas;Tapes;Grãos;Média;2017;13417
Pelotas;Tapes;Grãos;Média;2018;14000
Pelotas;Tapes;Pastagem;Baixa;2015;11217
Pelotas;Tapes;Pastagem;Baixa;2016;11625
Pelotas;Tapes;Pastagem;Baixa;2017;11500
Pelotas;Tapes;Pastagem;Baixa;2018;11500
Pelotas;Turuçu;Arroz;Alta;2015;17333
Pelotas;Turuçu;Arroz;Alta;2016;19062
Pelotas;Turuçu;Arroz;Alta;2017;19650
Pelotas;Turuçu;Arroz;Alta;2018;20000
Pelotas;Turuçu;Grãos;Média;2015;11883
Pelotas;Turuçu;Grãos;Média;2016;12500
Pelotas;Turuçu;Grãos;Média;2017;13417
Pelotas;Turuçu;Grãos;Média;2018;14000
Pelotas;Turuçu;Pastagem;Baixa;2015;11217
Pelotas;Turuçu;Pastagem;Baixa;2016;11625
Pelotas;Turuçu;Pastagem;Baixa;2017;11500
Pelotas;Turuçu;Pastagem;Baixa;2018;11500
Pelotas;Vale Verde;Arroz;Alta;2015;17333
Pelotas;Vale Verde;Arroz;Alta;2016;19062
Pelotas;Vale Verde;Arroz;Alta;2017;19650
Pelotas;Vale Verde;Arroz;Alta;2018;20000
Pelotas;Vale Verde;Grãos;Média;2015;11883
Pelotas;Vale Verde;Grãos;Média;2016;12500
Pelotas;Vale Verde;Grãos;Média;2017;13417
Pelotas;Vale Verde;Grãos;Média;2018;14000
Pelotas;Vale Verde;Pastagem;Baixa;2015;11217
Pelotas;Vale Verde;Pastagem;Baixa;2016;11625
Pelotas;Vale Verde;Pastagem;Baixa;2017;11500
Pelotas;Vale Verde;Pastagem;Baixa;2018;11500
Metropolitana;Alvorada;Arroz;Alta;2015;17917
Metropolitana;Alvorada;Arroz;Alta;2016;19000
Metropolitana;Alvorada;Arroz;Alta;2017;19917
Metropolitana;Alvorada;Arroz;Alta;2018;20500
Metropolitana;Alvorada;Pastagem;Baixa;2015;11217
Metropolitana;Alvorada;Pastagem;Baixa;2016;11375
Metropolitana;Alvorada;Pastagem;Baixa;2017;11833
Metropolitana;Alvorada;Pastagem;Baixa;2018;12500
Metropolitana;Araricá;Arroz;Alta;2015;17917
Metropolitana;Araricá;Arroz;Alta;2016;19000
Metropolitana;Araricá;Arroz;Alta;2017;19917
Metropolitana;Araricá;Arroz;Alta;2018;20500
Metropolitana;Araricá;Pastagem;Baixa;2015;11217
Metropolitana;Araricá;Pastagem;Baixa;2016;11375
Metropolitana;Araricá;Pastagem;Baixa;2017;11833
Metropolitana;Araricá;Pastagem;Baixa;2018;12500
Metropolitana;Cachoeirinha;Arroz;Alta;2015;17917
Metropolitana;Cachoeirinha;Arroz;Alta;2016;19000
Metropolitana;Cachoeirinha;Arroz;Alta;2017;19917
Metropolitana;Cachoeirinha;Arroz;Alta;2018;20500
Metropolitana;Cachoeirinha;Pastagem;Baixa;2015;11217
Metropolitana;Cachoeirinha;Pastagem;Baixa;2016;11375
Metropolitana;Cachoeirinha;Pastagem;Baixa;2017;11833
Metropolitana;Cachoeirinha;Pastagem;Baixa;2018;12500
Metropolitana;Campo Bom;Arroz;Alta;2015;17917
Metropolitana;Campo Bom;Arroz;Alta;2016;19000
Metropolitana;Campo Bom;Arroz;Alta;2017;19917
Metropolitana;Campo Bom;Arroz;Alta;2018;20500
Metropolitana;Campo Bom;Pastagem;Baixa;2015;11217
Metropolitana;Campo Bom;Pastagem;Baixa;2016;11375
Metropolitana;Campo Bom;Pastagem;Baixa;2017;11833
Metropolitana;Campo Bom;Pastagem;Baixa;2018;12500
Metropolitana;Canela;Arroz;Alta;2015;17917
Metropolitana;Canela;Arroz;Alta;2016;19000
Metropolitana;Canela;Arroz;Alta;2017;19917
Metropolitana;Canela;Arroz;Alta;2018;20500
Metropolitana;Canela;Pastagem;Baixa;2015;11217
Metropolitana;Canela;Pastagem;Baixa;2016;11375
Metropolitana;Canela;Pastagem;Baixa;2017;11833
Metropolitana;Canela;Pastagem;Baixa;2018;12500
Metropolitana;Canoas;Arroz;Alta;2015;17917
Metropolitana;Canoas;Arroz;Alta;2016;19000
Metropolitana;Canoas;Arroz;Alta;2017;19917
Metropolitana;Canoas;Arroz;Alta;2018;20500
Metropolitana;Canoas;Pastagem;Baixa;2015;11217
Metropolitana;Canoas;Pastagem;Baixa;2016;11375
Metropolitana;Canoas;Pastagem;Baixa;2017;11833
Metropolitana;Canoas;Pastagem;Baixa;2018;12500
Metropolitana;Estância Velha;Arroz;Alta;2015;17917
Metropolitana;Estância Velha;Arroz;Alta;2016;19000
Metropolitana;Estância Velha;Arroz;Alta;2017;19917
Metropolitana;Estância Velha;Arroz;Alta;2018;20500
Metropolitana;Estância Velha;Pastagem;Baixa;2015;11217
Metropolitana;Estância Velha;Pastagem;Baixa;2016;11375
Metropolitana;Estância Velha;Pastagem;Baixa;2017;11833
Metropolitana;Estância Velha;Pastagem;Baixa;2018;12500
Metropolitana;Esteio;Arroz;Alta;2015;17917
Metropolitana;Esteio;Arroz;Alta;2016;19000
Metropolitana;Esteio;Arroz;Alta;2017;19917
Metropolitana;Esteio;Arroz;Alta;2018;20500
Metropolitana;Esteio;Pastagem;Baixa;2015;11217
Metropolitana;Esteio;Pastagem;Baixa;2016;11375
Metropolitana;Esteio;Pastagem;Baixa;2017;11833
Metropolitana;Esteio;Pastagem;Baixa;2018;12500
Metropolitana;Glorinha;Arroz;Alta;2015;17917
Metropolitana;Glorinha;Arroz;Alta;2016;19000
Metropolitana;Glorinha;Arroz;Alta;2017;19917
Metropolitana;Glorinha;Arroz;Alta;2018;20500
Metropolitana;Glorinha;Pastagem;Baixa;2015;11217
Metropolitana;Glorinha;Pastagem;Baixa;2016;11375
Metropolitana;Glorinha;Pastagem;Baixa;2017;11833
Metropolitana;Glorinha;Pastagem;Baixa;2018;12500
Metropolitana;Gramado;Arroz;Alta;2015;17917
Metropolitana;Gramado;Arroz;Alta;2016;19000
Metropolitana;Gramado;Arroz;Alta;2017;19917
Metropolitana;Gramado;Arroz;Alta;2018;20500
Metropolitana;Gramado;Pastagem;Baixa;2015;11217
Metropolitana;Gramado;Pastagem;Baixa;2016;11375
Metropolitana;Gramado;Pastagem;Baixa;2017;11833
Metropolitana;Gramado;Pastagem;Baixa;2018;12500
Metropolitana;Gravataí;Arroz;Alta;2015;17917
Metropolitana;Gravataí;Arroz;Alta;2016;19000
Metropolitana;Gravataí;Arroz;Alta;2017;19917
Metropolitana;Gravataí;Arroz;Alta;2018;20500
Metropolitana;Gravataí;Pastagem;Baixa;2015;11217
Metropolitana;Gravataí;Pastagem;Baixa;2016;11375
Metropolitana;Gravataí;Pastagem;Baixa;2017;11833
Metropolitana;Gravataí;Pastagem;Baixa;2018;12500
Metropolitana;Igrejinha;Arroz;Alta;2015;17917
Metropolitana;Igrejinha;Arroz;Alta;2016;19000
Metropolitana;Igrejinha;Arroz;Alta;2017;19917
Metropolitana;Igrejinha;Arroz;Alta;2018;20500
Metropolitana;Igrejinha;Pastagem;Baixa;2015;11217
Metropolitana;Igrejinha;Pastagem;Baixa;2016;11375
Metropolitana;Igrejinha;Pastagem;Baixa;2017;11833
Metropolitana;Igrejinha;Pastagem;Baixa;2018;12500
Metropolitana;Novo Hamburgo;Arroz;Alta;2015;17917
Metropolitana;Novo Hamburgo;Arroz;Alta;2016;19000
Metropolitana;Novo Hamburgo;Arroz;Alta;2017;19917
Metropolitana;Novo Hamburgo;Arroz;Alta;2018;20500
Metropolitana;Novo Hamburgo;Pastagem;Baixa;2015;11217
Metropolitana;Novo Hamburgo;Pastagem;Baixa;2016;11375
Metropolitana;Novo Hamburgo;Pastagem;Baixa;2017;11833
Metropolitana;Novo Hamburgo;Pastagem;Baixa;2018;12500
Metropolitana;Parobé;Arroz;Alta;2015;17917
Metropolitana;Parobé;Arroz;Alta;2016;19000
Metropolitana;Parobé;Arroz;Alta;2017;19917
Metropolitana;Parobé;Arroz;Alta;2018;20500
Metropolitana;Parobé;Pastagem;Baixa;2015;11217
Metropolitana;Parobé;Pastagem;Baixa;2016;11375
Metropolitana;Parobé;Pastagem;Baixa;2017;11833
Metropolitana;Parobé;Pastagem;Baixa;2018;12500
Metropolitana;Porto Alegre;Arroz;Alta;2015;17917
Metropolitana;Porto Alegre;Arroz;Alta;2016;19000
Metropolitana;Porto Alegre;Arroz;Alta;2017;19917
Metropolitana;Porto Alegre;Arroz;Alta;2018;20500
Metropolitana;Porto Alegre;Pastagem;Baixa;2015;11217
Metropolitana;Porto Alegre;Pastagem;Baixa;2016;11375
Metropolitana;Porto Alegre;Pastagem;Baixa;2017;11833
Metropolitana;Porto Alegre;Pastagem;Baixa;2018;12500
Metropolitana;Rolante;Arroz;Alta;2015;17917
Metropolitana;Rolante;Arroz;Alta;2016;19000
Metropolitana;Rolante;Arroz;Alta;2017;19917
Metropolitana;Rolante;Arroz;Alta;2018;20500
Metropolitana;Rolante;Pastagem;Baixa;2015;11217
Metropolitana;Rolante;Pastagem;Baixa;2016;11375
Metropolitana;Rolante;Pastagem;Baixa;2017;11833
Metropolitana;Rolante;Pastagem;Baixa;2018;12500
Metropolitana;São Leopoldo;Arroz;Alta;2015;17917
Metropolitana;São Leopoldo;Arroz;Alta;2016;19000
Metropolitana;São Leopoldo;Arroz;Alta;2017;19917
Metropolitana;São Leopoldo;Arroz;Alta;2018;20500
Metropolitana;São Leopoldo;Pastagem;Baixa;2015;11217
Metropolitana;São Leopoldo;Pastagem;Baixa;2016;11375
Metropolitana;São Leopoldo;Pastagem;Baixa;2017;11833
Metropolitana;São Leopoldo;Pastagem;Baixa;2018;12500
Metropolitana;Sapucaia do Sul;Arroz;Alta;2015;17917
Metropolitana;Sapucaia do Sul;Arroz;Alta;2016;19000
Metropolitana;Sapucaia do Sul;Arroz;Alta;2017;19917
Metropolitana;Sapucaia do Sul;Arroz;Alta;2018;20500
Metropolitana;Sapucaia do Sul;Pastagem;Baixa;2015;11217
Metropolitana;Sapucaia do Sul;Pastagem;Baixa;2016;11375
Metropolitana;Sapucaia do Sul;Pastagem;Baixa;2017;11833
Metropolitana;Sapucaia do Sul;Pastagem;Baixa;2018;12500
Metropolitana;Taquara;Arroz;Alta;2015;17917
Metropolitana;Taquara;Arroz;Alta;2016;19000
Metropolitana;Taquara;Arroz;Alta;2017;19917
Metropolitana;Taquara;Arroz;Alta;2018;20500
Metropolitana;Taquara;Pastagem;Baixa;2015;11217
Metropolitana;Taquara;Pastagem;Baixa;2016;11375
Metropolitana;Taquara;Pastagem;Baixa;2017;11833
Metropolitana;Taquara;Pastagem;Baixa;2018;12500
Metropolitana;Três Coroas;Arroz;Alta;2015;17917
Metropolitana;Três Coroas;Arroz;Alta;2016;19000
Metropolitana;Três Coroas;Arroz;Alta;2017;19917
Metropolitana;Três Coroas;Arroz;Alta;2018;20500
Metropolitana;Três Coroas;Pastagem;Baixa;2015;11217
Metropolitana;Três Coroas;Pastagem;Baixa;2016;11375
Metropolitana;Três Coroas;Pastagem;Baixa;2017;11833
Metropolitana;Três Coroas;Pastagem;Baixa;2018;12500
Metropolitana;Viamão;Arroz;Alta;2015;17917
Metropolitana;Viamão;Arroz;Alta;2016;19000
Metropolitana;Viamão;Arroz;Alta;2017;19917
Metropolitana;Viamão;Arroz;Alta;2018;20500
Metropolitana;Viamão;Pastagem;Baixa;2015;11217
Metropolitana;Viamão;Pastagem;Baixa;2016;11375
Metropolitana;Viamão;Pastagem;Baixa;2017;11833
Metropolitana;Viamão;Pastagem;Baixa;2018;12500
Litoral;Arroio do Sal;Arroz;Média;2015;13683
Litoral;Arroio do Sal;Arroz;Média;2016;13683
Litoral;Arroio do Sal;Arroz;Média;2017;13683
Litoral;Arroio do Sal;Arroz;Média;2018;13683
Litoral;Balneário Pinhal;Arroz;Média;2015;13683
Litoral;Balneário Pinhal;Arroz;Média;2016;13683
Litoral;Balneário Pinhal;Arroz;Média;2017;13683
Litoral;Balneário Pinhal;Arroz;Média;2018;13683
Litoral;Capão da Canoa;Arroz;Média;2015;13683
Litoral;Capão da Canoa;Arroz;Média;2016;13683
Litoral;Capão da Canoa;Arroz;Média;2017;13683
Litoral;Capão da Canoa;Arroz;Média;2018;13683
Litoral;Capivari do Sul;Arroz;Média;2015;13683
Litoral;Capivari do Sul;Arroz;Média;2016;13683
Litoral;Capivari do Sul;Arroz;Média;2017;13683
Litoral;Capivari do Sul;Arroz;Média;2018;13683
Litoral;Caraá;Arroz;Média;2015;13683
Litoral;Caraá;Arroz;Média;2016;13683
Litoral;Caraá;Arroz;Média;2017;13683
Litoral;Caraá;Arroz;Média;2018;13683
Litoral;Chuí;Arroz;Média;2015;13683
Litoral;Chuí;Arroz;Média;2016;13683
Litoral;Chuí;Arroz;Média;2017;13683
Litoral;Chuí;Arroz;Média;2018;13683
Litoral;Cidreira;Arroz;Média;2015;13683
Litoral;Cidreira;Arroz;Média;2016;13683
Litoral;Cidreira;Arroz;Média;2017;13683
Litoral;Cidreira;Arroz;Média;2018;13683
Litoral;Dom Pedro de Alcântara;Arroz;Média;2015;13683
Litoral;Dom Pedro de Alcântara;Arroz;Média;2016;13683
Litoral;Dom Pedro de Alcântara;Arroz;Média;2017;13683
Litoral;Dom Pedro de Alcântara;Arroz;Média;2018;13683
Litoral;Imbé;Arroz;Média;2015;13683
Litoral;Imbé;Arroz;Média;2016;13683
Litoral;Imbé;Arroz;Média;2017;13683
Litoral;Imbé;Arroz;Média;2018;13683
Litoral;Itati;Arroz;Média;2015;13683
Litoral;Itati;Arroz;Média;2016;13683
Litoral;Itati;Arroz;Média;2017;13683
Litoral;Itati;Arroz;Média;2018;13683
Litoral;Mampituba;Arroz;Média;2015;13683
Litoral;Mampituba;Arroz;Média;2016;13683
Litoral;Mampituba;Arroz;Média;2017;13683
Litoral;Mampituba;Arroz;Média;2018;13683
Litoral;Maquiné;Arroz;Média;2015;13683
Litoral;Maquiné;Arroz;Média;2016;13683
Litoral;Maquiné;Arroz;Média;2017;13683
Litoral;Maquiné;Arroz;Média;2018;13683
Litoral;Morrinhos do Sul;Arroz;Média;2015;13683
Litoral;Morrinhos do Sul;Arroz;Média;2016;13683
Litoral;Morrinhos do Sul;Arroz;Média;2017;13683
Litoral;Morrinhos do Sul;Arroz;Média;2018;13683
Litoral;Mostardas;Arroz;Média;2015;13683
Litoral;Mostardas;Arroz;Média;2016;13683
Litoral;Mostardas;Arroz;Média;2017;13683
Litoral;Mostardas;Arroz;Média;2018;13683
Litoral;Osório;Arroz;Média;2015;13683
Litoral;Osório;Arroz;Média;2016;13683
Litoral;Osório;Arroz;Média;2017;13683
Litoral;Osório;Arroz;Média;2018;13683
Litoral;Palmares do Sul;Arroz;Média;2015;13683
Litoral;Palmares do Sul;Arroz;Média;2016;13683
Litoral;Palmares do Sul;Arroz;Média;2017;13683
Litoral;Palmares do Sul;Arroz;Média;2018;13683
Litoral;Rio Grande;Arroz;Média;2015;13683
Litoral;Rio Grande;Arroz;Média;2016;13683
Litoral;Rio Grande;Arroz;Média;2017;13683
Litoral;Rio Grande;Arroz;Média;2018;13683
Litoral;Riozinho;Arroz;Média;2015;13683
Litoral;Riozinho;Arroz;Média;2016;13683
Litoral;Riozinho;Arroz;Média;2017;13683
Litoral;Riozinho;Arroz;Média;2018;13683
Litoral;Santa Vitória do Palmar;Arroz;Média;2015;13683
Litoral;Santa Vitória do Palmar;Arroz;Média;2016;13683
Litoral;Santa Vitória do Palmar;Arroz;Média;2017;13683
Litoral;Santa Vitória do Palmar;Arroz;Média;2018;13683
Litoral;Santo Antônio da Patrulha;Arroz;Média;2015;13683
Litoral;Santo Antônio da Patrulha;Arroz;Média;2016;13683
Litoral;Santo Antônio da Patrulha;Arroz;Média;2017;13683
Litoral;Santo Antônio da Patrulha;Arroz;Média;2018;13683
Litoral;São José do Norte;Arroz;Média;2015;13683
Litoral;São José do Norte;Arroz;Média;2016;13683
Litoral;São José do Norte;Arroz;Média;2017;13683
Litoral;São José do Norte;Arroz;Média;2018;13683
Litoral;Tavares;Arroz;Média;2015;13683
Litoral;Tavares;Arroz;Média;2016;13683
Litoral;Tavares;Arroz;Média;2017;13683
Litoral;Tavares;Arroz;Média;2018;13683
Litoral;Terra de Areia;Arroz;Média;2015;13683
Litoral;Terra de Areia;Arroz;Média;2016;13683
Litoral;Terra de Areia;Arroz;Média;2017;13683
Litoral;Terra de Areia;Arroz;Média;2018;13683
Litoral;Torres;Arroz;Média;2015;13683
Litoral;Torres;Arroz;Média;2016;13683
Litoral;Torres;Arroz;Média;2017;13683
Litoral;Torres;Arroz;Média;2018;13683
Litoral;Tramandaí;Arroz;Média;2015;13683
Litoral;Tramandaí;Arroz;Média;2016;13683
Litoral;Tramandaí;Arroz;Média;2017;13683
Litoral;Tramandaí;Arroz;Média;2018;13683
Litoral;Três Cachoeiras;Arroz;Média;2015;13683
Litoral;Três Cachoeiras;Arroz;Média;2016;13683
Litoral;Três Cachoeiras;Arroz;Média;2017;13683
Litoral;Três Cachoeiras;Arroz;Média;2018;13683
Litoral;Três Forquilhas;Arroz;Média;2015;13683
Litoral;Três Forquilhas;Arroz;Média;2016;13683
Litoral;Três Forquilhas;Arroz;Média;2017;13683
Litoral;Três Forquilhas;Arroz;Média;2018;13683
Litoral;Xangri-la;Arroz;Média;2015;13683
Litoral;Xangri-la;Arroz;Média;2016;13683
Litoral;Xangri-la;Arroz;Média;2017;13683
Litoral;Xangri-la;Arroz;Média;2018;13683
Fronteira Oeste;Alegrete;Arroz;Alta;2015;13417
Fronteira Oeste;Alegrete;Arroz;Alta;2016;14000
Fronteira Oeste;Alegrete;Arroz;Alta;2017;14000
Fronteira Oeste;Alegrete;Arroz;Alta;2018;14000
Fronteira Oeste;Alegrete;Pastagem;Baixa;2015;8617
Fronteira Oeste;Alegrete;Pastagem;Baixa;2016;8625
Fronteira Oeste;Alegrete;Pastagem;Baixa;2017;8500
Fronteira Oeste;Alegrete;Pastagem;Baixa;2018;8500
Fronteira Oeste;Barra do Quaraí;Arroz;Alta;2015;13417
Fronteira Oeste;Barra do Quaraí;Arroz;Alta;2016;14000
Fronteira Oeste;Barra do Quaraí;Arroz;Alta;2017;14000
Fronteira Oeste;Barra do Quaraí;Arroz;Alta;2018;14000
Fronteira Oeste;Barra do Quaraí;Pastagem;Baixa;2015;8617
Fronteira Oeste;Barra do Quaraí;Pastagem;Baixa;2016;8625
Fronteira Oeste;Barra do Quaraí;Pastagem;Baixa;2017;8500
Fronteira Oeste;Barra do Quaraí;Pastagem;Baixa;2018;8500
Fronteira Oeste;Itaqui;Arroz;Alta;2015;13417
Fronteira Oeste;Itaqui;Arroz;Alta;2016;14000
Fronteira Oeste;Itaqui;Arroz;Alta;2017;14000
Fronteira Oeste;Itaqui;Arroz;Alta;2018;14000
Fronteira Oeste;Itaqui;Pastagem;Baixa;2015;8617
Fronteira Oeste;Itaqui;Pastagem;Baixa;2016;8625
Fronteira Oeste;Itaqui;Pastagem;Baixa;2017;8500
Fronteira Oeste;Itaqui;Pastagem;Baixa;2018;8500
Fronteira Oeste;Manoel Viana;Arroz;Alta;2015;13417
Fronteira Oeste;Manoel Viana;Arroz;Alta;2016;14000
Fronteira Oeste;Manoel Viana;Arroz;Alta;2017;14000
Fronteira Oeste;Manoel Viana;Arroz;Alta;2018;14000
Fronteira Oeste;Manoel Viana;Pastagem;Baixa;2015;8617
